# On-chain CTF Exchange OrderFilled (Polygon via Alchemy). price_per_share = usdc / shares for that fill.
# slug=sol-updown-5m-1774458000 title="Solana Up or Down - March 25, 1:00PM-1:05PM ET"
# window_unix=1774458270..1774458299 (30s before 5m end) blocks=84669118..84669132
# polygon_meta={"chainId":137,"headBlock":84671545,"headBlockTs":1774463125}
unix_seconds,iso_utc,block_number,tx_hash,log_index,outcome,side,shares,usdc,price_per_share
1774458281,2026-03-25T17:04:41.000Z,84669123,0x67bb88f71c3eb40bc1b15c3617c38928d6e2f0882561113a98a795df45961293,741,Down,buy,12.090000,4.352400,0.36000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0x67bb88f71c3eb40bc1b15c3617c38928d6e2f0882561113a98a795df45961293,745,Up,buy,12.090000,7.737600,0.64000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0x5417010369b86ce85d195668f2aa6f59e60071aeb6af4556319d865c1585860a,841,Down,buy,6.000000,2.160000,0.36000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0x5417010369b86ce85d195668f2aa6f59e60071aeb6af4556319d865c1585860a,845,Up,buy,6.000000,3.840000,0.64000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0x928b4553f158483e6592b4960a5958409363707294d02f13e86c0392e217960e,1203,Down,buy,9.370000,2.717300,0.29000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0x928b4553f158483e6592b4960a5958409363707294d02f13e86c0392e217960e,1207,Up,buy,9.370000,6.652700,0.71000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0xd195333d50113ec4ca84f0cbee28bd9b58e0b2ebb9256519625ac68891e2e0d2,1225,Down,buy,5.420000,1.463400,0.27000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0xd195333d50113ec4ca84f0cbee28bd9b58e0b2ebb9256519625ac68891e2e0d2,1229,Up,buy,5.420000,3.956600,0.73000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0x3e34c57fde12d02293275b10f5ee41853a06a12fe91c67789f0b80c55f26ad76,1242,Down,buy,2.630000,0.762700,0.29000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0x3e34c57fde12d02293275b10f5ee41853a06a12fe91c67789f0b80c55f26ad76,1246,Down,sell,2.630000,0.762700,0.29000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0x0a7b5f9e7829a0f08e87ac49b15c005bab0f32860f27c0c5b35db508e99223f7,1273,Up,buy,1.390000,0.973000,0.70000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0x0a7b5f9e7829a0f08e87ac49b15c005bab0f32860f27c0c5b35db508e99223f7,1277,Up,sell,1.390000,0.973000,0.70000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0x828e79ccaba93adff5e59b93401b2bcc67b8b2d1f335eb83fb8b7cfeffe9f890,1484,Down,buy,6.580000,1.776600,0.27000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0x828e79ccaba93adff5e59b93401b2bcc67b8b2d1f335eb83fb8b7cfeffe9f890,1490,Down,buy,6.180000,1.606800,0.26000000
1774458281,2026-03-25T17:04:41.000Z,84669123,0x828e79ccaba93adff5e59b93401b2bcc67b8b2d1f335eb83fb8b7cfeffe9f890,1494,Down,sell,12.760000,3.383400,0.26515674
